"elapsed_seconds","working_set_bytes","private_bytes","dedicated_gpu_bytes"
"1548.6","218701824","606072832","433778688"
"1550.6","218701824","606072832","433778688"
"1552.6","218701824","606072832","433778688"
"1554.6","218701824","606072832","433778688"
"1556.7","218701824","606072832","433778688"
"1558.7","218701824","606072832","433778688"
"1560.7","218701824","606072832","433778688"
"1562.8","218701824","606072832","433778688"
"1564.8","218701824","606072832","433778688"
"1566.8","218726400","606072832","433778688"
"1568.8","218726400","606072832","433778688"
"1570.9","218726400","606072832","433778688"
"1572.9","218726400","606072832","433778688"
"1574.9","218726400","606072832","433778688"
"1576.9","218726400","606072832","433778688"
"1579","218726400","606072832","433778688"
"1581","218726400","606072832","433778688"
"1583","218726400","606072832","433778688"
"1585","218726400","606072832","433778688"
"1587.1","218726400","606072832","433778688"
"1589.1","218726400","606072832","433778688"
"1591.1","218726400","606072832","433778688"
"1593.1","218726400","606072832","433778688"
"1595.2","218726400","606072832","433778688"
"1597.2","218726400","606072832","433778688"
"1599.2","218726400","606072832","433778688"
"1601.3","218726400","606072832","433778688"
"1603.3","218726400","606072832","433778688"
"1605.3","218726400","606072832","433778688"
"1607.3","218726400","606072832","433778688"
"1609.4","218726400","606072832","433778688"
"1611.4","218726400","606072832","433778688"
"1613.4","218726400","606072832","433778688"
"1615.4","218726400","606072832","433778688"
"1617.5","218726400","606072832","433778688"
"1619.5","218726400","606072832","433778688"
"1621.5","218726400","606072832","433778688"
"1623.6","218726400","606072832","433778688"
"1625.6","218726400","606072832","433778688"
"1627.6","218726400","606072832","433778688"
"1629.6","218726400","606072832","433778688"
"1631.7","218726400","606072832","433778688"
"1633.7","218726400","606072832","433778688"
"1635.7","218726400","606072832","433778688"
"1637.7","218726400","606072832","433778688"
"1639.8","218726400","606072832","433778688"
"1641.8","218726400","606072832","433778688"
"1643.8","218726400","606072832","433778688"
"1645.9","218726400","606072832","433778688"
"1647.9","218726400","606072832","433778688"
"1649.9","218726400","606072832","433778688"
"1652","218726400","606072832","433778688"
"1654","218726400","606072832","433778688"
"1656","218726400","606072832","433778688"
"1658","218726400","606072832","433778688"
"1660","218726400","606072832","433778688"
"1662.1","218726400","606072832","433778688"
"1664.1","218726400","606072832","433778688"
"1666.1","218726400","606072832","433778688"
"1668.2","218726400","606072832","433778688"
"1670.2","218726400","606072832","433778688"
"1672.2","218726400","606072832","433778688"
"1674.2","218726400","606072832","433778688"
"1676.3","218710016","606035968","433778688"
"1678.3","218710016","606035968","433778688"
"1680.3","218710016","606035968","433778688"
"1682.3","218710016","606035968","433778688"
"1684.4","218710016","606035968","433778688"
"1686.4","218710016","606035968","433778688"
"1688.4","218710016","606035968","433778688"
"1690.5","218710016","606035968","433778688"
"1692.5","218730496","606072832","433778688"
"1694.5","218730496","606072832","433778688"
"1696.5","218730496","606072832","433778688"
"1698.6","218730496","606072832","433778688"
"1700.6","218730496","606072832","433778688"
"1702.6","218730496","606072832","433778688"
"1704.7","218730496","606072832","433778688"
"1706.7","218730496","606072832","433778688"
"1708.7","218730496","606072832","433778688"
"1710.7","218730496","606072832","433778688"
"1712.8","218730496","606072832","433778688"
"1714.8","218730496","606072832","433778688"
"1716.8","218730496","606072832","433778688"
"1718.8","218730496","606072832","433778688"
"1720.9","218730496","606072832","433778688"
"1722.9","218730496","606072832","433778688"
"1724.9","218730496","606072832","433778688"
"1727","218730496","606072832","433778688"
"1729","218730496","606072832","433778688"
"1731","218730496","606072832","433778688"
"1733","218730496","606072832","433778688"
"1735.1","218730496","606072832","433778688"
"1737.1","218730496","606072832","433778688"
"1739.1","218730496","606072832","433778688"
"1741.1","218730496","606072832","433778688"
"1743.2","218730496","606072832","433778688"
"1745.2","218730496","606072832","433778688"
"1747.2","218730496","606072832","433778688"
"1749.3","218730496","606072832","433778688"
"1751.3","218730496","606072832","433778688"
"1753.3","218730496","606072832","433778688"
"1755.3","218730496","606072832","433778688"
"1757.4","218730496","606072832","433778688"
"1759.4","218730496","606072832","433778688"
"1761.4","218730496","606072832","433778688"
"1763.4","218730496","606072832","433778688"
"1765.5","218730496","606072832","433778688"
"1767.5","218730496","606072832","433778688"
"1769.5","218730496","606072832","433778688"
"1771.6","218730496","606072832","433778688"
"1773.6","218730496","606072832","433778688"
"1775.6","218730496","606072832","433778688"
"1777.6","218730496","606072832","433778688"
"1779.7","218730496","606072832","433778688"
"1781.7","218730496","606072832","433778688"
"1783.7","218730496","606072832","433778688"
"1785.7","218730496","606072832","433778688"
"1787.8","218730496","606072832","433778688"
"1789.8","218730496","606072832","433778688"
"1791.8","218730496","606072832","433778688"
"1793.9","218730496","606072832","433778688"
"1795.9","218730496","606072832","433778688"
"1797.9","218730496","606072832","433778688"
"1799.9","218730496","606072832","433778688"
